一级标签,二级标签,标签定义,用户问题,标准回答,回答来源,法规依据,依据编码,关键词,同义词,风险等级,适用场景,备注
业务申请,新装申请,,业主在国外怎么办理开户？,可委托国内亲属代办，需提供：代办人身份证、户主护照复印件、领事馆公证的委托书、房产证。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,用气常识,,开户办理-新装申请-常见问题1：我想要了解开户办理中关于新装申请方面的详细信息，请问有什么需要注意的？,关于开户办理新装申请方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,用气常识,,开户办理-新装申请-常见问题2：我想要了解开户办理中关于新装申请方面的详细信息，请问有什么需要注意的？,关于开户办理新装申请方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,用气常识,,开户办理-新装申请-常见问题3：我想要了解开户办理中关于新装申请方面的详细信息，请问有什么需要注意的？,关于开户办理新装申请方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
政策咨询,地方政策,,衡阳天然气报装流程分几步？,衡阳居民天然气报装流程共六步：第一步，携带身份证和房产证到任一营业厅填写申请表；第二步，缴纳工程安装费1800元/户（残疾人持残疾证优惠200元）；第三步，公司安排人员上门踏勘；第四步，15个工作日内完成户外管道安装；第五步，用户携带报装发票到营业厅办理挂表和购气手续；第六步，3个工作日内安装表具，再3个工作日内点火通气。全流程约21个工作日。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
业务申请,新装申请,,燃气报装需要预约吗？如何预约？,衡阳天然气报装无需提前预约，直接携带材料到任一营业厅办理即可。但建议通过以下方式提前了解所需材料和营业时间：1.拨打24小时客服热线0734-8677777咨询；2.关注微信公众号衡阳天然气查看服务指南。营业厅全年无休，每天8:30-17:30营业。,衡阳市天然气有限责任公司,衡阳天然气公司服务指南,,,,低,,
业务申请,新装申请,,报装后多久能上门安装？,报装后上门安装时限：受理申请并缴费后，公司在15个工作日内完成户外管道安装和挂表。挂表后3个工作日内安装表具，再3个工作日内点火通气。总流程约21个工作日。如遇恶劣天气、阻工等不可抗力因素可能顺延，安装前工作人员会提前致电确认上门时间。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第十四条,,,,低,,
业务申请,新装申请,,燃气报装费用包含哪些项目？,衡阳居民燃气工程安装费1800元/户包含：从小区庭院管网至户内灶前阀之间的管道材料费和施工费、燃气表及表前阀的安装费、工程设计费和监理费、气密性试验和验收费用。不包含灶具（需用户自购）、金属波纹连接软管（需用户自备）、热水器安装（需单独申请）。以上费用为统一定价，公司公示收费清单，无隐形收费。,衡阳市天然气有限责任公司,发改价格规〔2019〕1131号,,,,低,,
业务申请,新装申请,,开发商已经交了燃气初装费我还要再交吗？,不需要。新建住宅的燃气配套设施建设费已统一纳入房屋开发建设成本由开发商承担，购房者无需重复缴纳。如开发商或物业以任何名目要求您另行缴纳燃气初装费，属于违规收费。您只需携带身份证和房产证到营业厅办理开户和挂表手续即可。如遇违规收费可拨打12315或向衡阳市住建局投诉。,国家级法规,发改价格规〔2019〕1131号,,,,低,,
系统操作,功能查询,,报装时燃气表装在哪里由谁定？,燃气表安装位置由燃气公司专业人员根据国家规范和房屋实际情况确定。基本原则：应安装在通风良好的厨房或专用表房内，距灶具水平距离不小于30cm，不得安装在卧室、浴室、易燃易爆品存放处，安装高度以便于读表和检修为准（一般距地面1.4-1.8米），不得被橱柜等遮挡。用户不得自行指定或改动表位。,国家级法规,GB 50028-2020,,,,中,,
安全用气,设备安全,,燃气报装必须用金属波纹管吗？旧胶管还能用吗？,新建燃气管道连接必须使用不锈钢波纹软管不得使用传统橡胶软管。原因：不锈钢波纹管使用寿命8年以上远长于橡胶管的2年；金属材质防鼠咬耐高温抗老化；专用接头连接密封性更好。如您家中仍在用橡胶软管建议尽快更换为不锈钢波纹管，衡阳天然气公司提供上门更换服务（首次材料费由用户承担）。,国家级法规,GB 29993-2013；CJJ 94-2009,,,,高,,
业务申请,新装申请,,燃气报装对厨房有什么要求？,燃气报装前厨房须满足：须为独立空间有门与卧室客厅分隔（开放式厨房不符合安全规范）；具备自然通风条件（有通向室外的窗户）；厨房面积不小于3.5平方米净高不低于2.2米；灶具安装位置距墙面不小于10cm；燃气表安装位置周围30cm内无水源和电源插座。如厨房不满足以上条件需改造后方可报装。,国家级法规,GB 50028-2020；CJJ 12-2013,,,,高,,
上门服务,安装点火,,已报装但还没装表期间可以要求改管吗？,可以。在燃气公司尚未进场施工前您可以提出改管要求。但需注意：改管可能会导致工程量和费用变化（增加或减少）；如已按原方案设计完毕可能需要重新设计产生设计变更费用。建议在报装时就与踏勘人员充分沟通确定最优管道走向避免后期修改变更。已施工完毕的改管需另行申请管道改造服务。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第十四条,,,,低,,
业务申请,新装申请,,夏天和冬天报装有什么区别？,流程和费用相同。但需注意：冬季是燃气安装高峰期报装量较大安装排期可能比夏季长数日；冬季恶劣天气（冰雪大风）可能影响户外施工进度；建议在春夏季提前报装错峰办理。冬季报装的用户请耐心等待公司将按受理顺序安排施工。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第十四条,,,,低,,
安全用气,设施保护,,二手房原房主改了管道燃气公司还给开户吗？,如原房主私自改造过燃气管道燃气公司在踏勘时会检查管道安全状况。如改造合规且经气密性测试合格可正常开户；如改造不合规须先整改恢复至标准状态再开户整改费用由用户承担。建议买房时检查燃气管道是否被私自改造。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第二十七条,,,,高,,
安全用气,设施保护,,新房交付时燃气管道需要自己找人验收吗？,不需要。新建住宅的燃气管道已纳入工程竣工验收由建设单位统一组织有关部门验收合格后方可交房。购房者收房时只需确认燃气表已安装到位管道完好无损伤即可。如发现管道有明显缺陷可向开发商提出维修要求。首次通气时燃气公司工作人员还会做一次气密性测试。,国家级法规,《城镇燃气管理条例》第十一条,,,,低,,
业务申请,新装申请,,残疾人有什么政策？,"关于""残疾人有什么政策？""，衡阳天然气公司对特殊群体设有专项服务通道。建议拨打客服热线0734-8677777说明情况，公司将安排专人对接并提供相应便利。",衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
业务申请,新装申请,,老年人如何办理燃气？,"关于""老年人如何办理燃气？""，衡阳天然气公司对特殊群体设有专项服务通道。建议拨打客服热线0734-8677777说明情况，公司将安排专人对接并提供相应便利。",衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
业务申请,新装申请,,老年人如何协助？,"关于""老年人如何协助？""，衡阳天然气公司对特殊群体设有专项服务通道。建议拨打客服热线0734-8677777说明情况，公司将安排专人对接并提供相应便利。",衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
业务申请,新装申请,,困难群体办理燃气有优惠吗？,"关于""困难群体办理燃气有优惠吗？""，衡阳天然气公司对特殊群体设有专项服务通道。建议拨打客服热线0734-8677777说明情况，公司将安排专人对接并提供相应便利。",衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
业务申请,新装申请,,困难群体协助有优惠吗？,"关于""困难群体协助有优惠吗？""，衡阳天然气公司对特殊群体设有专项服务通道。建议拨打客服热线0734-8677777说明情况，公司将安排专人对接并提供相应便利。",衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
